amt,fiitax_se,tfica_se,totfedtax_se,fiitax_wage,tfica_wage,totfedtax_wage
191200,25566.67,24167.02,49733.688,36983.5,12295.6,49279.102
191300,25585.609,24169.699,49755.309,37015.5,12297.05,49312.551
191400,25604.551,24172.381,49776.93,37047.5,12298.5,49346
191500,25623.49,24175.061,49798.551,37079.5,12299.95,49379.449
191600,25642.439,24177.73,49820.172,37111.5,12301.4,49412.898
191700,25661.381,24180.41,49841.789,37143.5,12302.85,49446.352
191800,25680.32,24183.09,49863.41,37175.5,12304.3,49479.801
191900,25699.27,24185.77,49885.039,37207.5,12305.75,49513.25
192000,25718.211,24188.449,49906.66,37239.5,12307.2,49546.699
192100,25737.15,24191.131,49928.281,37271.5,12308.65,49580.148
192200,25756.09,24193.801,49949.891,37303.5,12310.1,49613.602
192300,25775.039,24196.48,49971.52,37335.5,12311.55,49647.051
192400,25793.98,24199.16,49993.141,37367.5,12313,49680.5
192500,25812.92,24201.84,50014.758,37399.5,12314.45,49713.949
192600,25831.869,24204.52,50036.391,37431.5,12315.9,49747.398
192700,25850.811,24207.189,50058,37463.5,12317.35,49780.852
192800,25869.75,24209.869,50079.617,37495.5,12318.8,49814.301
192900,25888.699,24212.551,50101.25,37527.5,12320.25,49847.75
193000,25907.641,24215.23,50122.871,37559.5,12321.7,49881.199
193100,25926.58,24217.91,50144.492,37591.5,12323.15,49914.648
193200,25945.52,24220.59,50166.109,37623.5,12324.6,49948.102
193300,25964.471,24223.26,50187.73,37655.5,12326.05,49981.551
193400,25983.41,24225.939,50209.352,37687.5,12327.5,50015
193500,26002.35,24228.619,50230.969,37719.5,12328.95,50048.449
193600,26021.301,24231.301,50252.602,37751.5,12330.4,50081.898
193700,26040.24,24233.98,50274.219,37783.5,12331.85,50115.352
193800,26059.18,24236.65,50295.828,37815.5,12333.3,50148.801
193900,26078.119,24239.33,50317.449,37847.5,12334.75,50182.25
194000,26097.07,24242.01,50339.078,37879.5,12336.2,50215.699
194100,26116.01,24244.689,50360.699,37911.5,12337.65,50249.148
194200,26134.949,24247.369,50382.32,37943.5,12339.1,50282.602
194300,26153.9,24250.039,50403.938,37975.5,12340.55,50316.051
194400,26172.84,24252.721,50425.563,38007.5,12342,50349.5
194500,26191.779,24255.4,50447.18,38039.5,12343.45,50382.949
194600,26210.721,24258.08,50468.801,38071.5,12344.9,50416.398
194700,26229.67,24260.76,50490.43,38103.5,12346.35,50449.852
194800,26248.609,24263.439,50512.047,38135.5,12347.8,50483.301
194900,26267.551,24266.109,50533.66,38167.5,12349.25,50516.75
195000,26286.5,24268.789,50555.289,38199.5,12350.7,50550.199
195100,26305.439,24271.471,50576.91,38231.5,12352.15,50583.648
195200,26324.381,24274.15,50598.531,38263.5,12353.6,50617.102
195300,26343.32,24276.83,50620.148,38295.5,12355.05,50650.551
195400,26362.27,24279.5,50641.77,38327.5,12356.5,50684
195500,26381.211,24282.18,50663.391,38359.5,12357.95,50717.449
195600,26400.15,24284.859,50685.008,38391.5,12359.4,50750.898
195700,26419.1,24287.539,50706.641,38423.5,12360.85,50784.352
195800,26438.039,24290.221,50728.258,38455.5,12362.3,50817.801
195900,26456.98,24292.9,50749.883,38487.5,12363.75,50851.25
196000,26475.92,24295.57,50771.492,38519.5,12365.2,50884.699
196100,26494.869,24298.25,50793.117,38551.5,12366.65,50918.148
196200,26513.811,24300.93,50814.742,38583.5,12368.1,50951.602
196300,26532.75,24303.609,50836.359,38615.5,12369.55,50985.051
196400,26551.699,24306.289,50857.988,38647.5,12371,51018.5
196500,26570.641,24308.961,50879.602,38679.5,12372.45,51051.949
196600,26589.58,24311.641,50901.219,38711.5,12373.9,51085.398
196700,26608.529,24314.32,50922.852,38743.5,12375.35,51118.852
196800,26627.471,24317,50944.469,38775.5,12376.8,51152.301
196900,26646.41,24319.68,50966.09,38807.5,12378.25,51185.75
197000,26665.35,24322.359,50987.711,38839.5,12379.7,51219.199
197100,26684.301,24325.029,51009.328,38871.5,12381.15,51252.648
197200,26703.24,24327.711,51030.953,38903.5,12382.6,51286.102
197300,26722.18,24330.391,51052.57,38935.5,12384.05,51319.551
197400,26741.131,24333.07,51074.203,38967.5,12385.5,51353
197500,26760.07,24335.75,51095.82,38999.5,12386.95,51386.449
197600,26779.01,24338.42,51117.43,39031.5,12388.4,51419.898
197700,26797.949,24341.1,51139.047,39063.5,12389.85,51453.352
197800,26816.9,24343.779,51160.68,39095.5,12391.3,51486.801
197900,26835.84,24346.461,51182.301,39127.5,12392.75,51520.25
198000,26854.779,24349.141,51203.922,39159.5,12394.2,51553.699
198100,26873.73,24351.811,51225.539,39191.5,12395.65,51587.148
198200,26892.67,24354.49,51247.16,39223.5,12397.1,51620.602
198300,26911.609,24357.17,51268.781,39255.5,12398.55,51654.051
198400,26930.551,24359.85,51290.398,39287.5,12400,51687.5
198500,26949.5,24362.529,51312.031,39319.5,12401.45,51720.949
198600,26968.439,24365.211,51333.648,39351.5,12402.9,51754.398
198700,26987.381,24367.881,51355.262,39383.5,12404.35,51787.852
198800,27006.33,24370.561,51376.891,39415.5,12405.8,51821.301
198900,27025.27,24373.24,51398.508,39447.5,12407.25,51854.75
199000,27044.211,24375.92,51420.133,39479.5,12408.7,51888.199
199100,27063.15,24378.6,51441.75,39511.5,12410.15,51921.648
199200,27082.1,24381.27,51463.367,39543.5,12411.6,51955.102
199300,27101.039,24383.949,51484.988,39575.5,12413.05,51988.551
199400,27119.98,24386.631,51506.609,39607.5,12414.5,52022
199500,27138.93,24389.311,51528.242,39639.5,12415.95,52055.449
199600,27157.869,24391.99,51549.859,39671.5,12417.4,52088.898
199700,27176.811,24394.67,51571.48,39703.5,12418.85,52122.352
199800,27195.76,24397.34,51593.102,39735.5,12420.3,52155.801
199900,27214.699,24400.02,51614.719,39767.5,12421.75,52189.25
200000,27233.641,24402.699,51636.34,39799.5,12423.2,52222.699
200100,27252.58,24405.381,51657.961,39831.5,12425.55,52257.051
200200,27271.529,24408.061,51679.59,39863.5,12427.9,52291.398
200300,27290.471,24410.73,51701.203,39895.5,12430.25,52325.75
200400,27309.41,24413.41,51722.82,39927.5,12432.6,52360.102
200500,27328.359,24416.09,51744.449,39959.5,12434.95,52394.449
200600,27347.301,24418.77,51766.07,39991.5,12437.3,52428.801
200700,27366.24,24421.449,51787.688,40023.5,12439.65,52463.148
200800,27385.18,24424.119,51809.297,40055.5,12442,52497.5
200900,27404.131,24426.801,51830.93,40087.5,12444.35,52531.852
201000,27423.07,24429.48,51852.551,40119.5,12446.7,52566.199
201100,27442.01,24432.16,51874.172,40151.5,12449.05,52600.551
201200,27460.961,24434.84,51895.801,40183.5,12451.4,52634.898
201300,27479.9,24437.52,51917.422,40215.5,12453.75,52669.25
201400,27498.84,24440.189,51939.031,40247.5,12456.1,52703.602
201500,27517.779,24442.869,51960.648,40279.5,12458.45,52737.949
201600,27536.73,24445.551,51982.281,40311.5,12460.8,52772.301
201700,27555.67,24448.23,52003.898,40343.5,12463.15,52806.648
201800,27574.609,24450.91,52025.52,40375.5,12465.5,52841
201900,27593.561,24453.58,52047.141,40407.5,12467.85,52875.352
202000,27612.5,24456.26,52068.758,40439.5,12470.2,52909.699
202100,27631.439,24458.939,52090.379,40471.5,12472.55,52944.051
202200,27650.381,24461.619,52112,40503.5,12474.9,52978.398
202300,27669.33,24464.301,52133.633,40535.5,12477.25,53012.75
202400,27688.27,24466.98,52155.25,40567.5,12479.6,53047.102
202500,27707.211,24469.65,52176.859,40599.5,12481.95,53081.449
202600,27726.16,24472.33,52198.492,40631.5,12484.3,53115.801
202700,27745.1,24475.01,52220.109,40663.5,12486.65,53150.148
202800,27764.039,24477.689,52241.727,40695.5,12489,53184.5
202900,27782.98,24480.369,52263.352,40727.5,12491.35,53218.852
203000,27801.93,24483.039,52284.969,40759.5,12493.7,53253.199
203100,27820.869,24485.721,52306.59,40791.5,12496.05,53287.551
203200,27839.811,24488.4,52328.211,40823.5,12498.4,53321.898
203300,27858.76,24491.08,52349.84,40855.5,12500.75,53356.25
203400,27877.699,24493.76,52371.461,40887.5,12503.1,53390.602
203500,27896.641,24496.43,52393.07,40919.5,12505.45,53424.949
203600,27915.59,24499.109,52414.699,40951.5,12507.8,53459.301
203700,27934.529,24501.789,52436.32,40983.5,12510.15,53493.648
203800,27953.471,24504.471,52457.941,41015.5,12512.5,53528
203900,27972.41,24507.15,52479.563,41047.5,12514.85,53562.352
204000,27991.359,24509.83,52501.188,41079.5,12517.2,53596.699
204100,28010.301,24512.5,52522.801,41111.5,12519.55,53631.051
204200,28029.24,24515.18,52544.422,41143.5,12521.9,53665.398
204300,28048.189,24517.859,52566.047,41175.5,12524.25,53699.75
204400,28067.131,24520.539,52587.672,41207.5,12526.6,53734.102
204500,28086.07,24523.221,52609.289,41239.5,12528.95,53768.449
204600,28105.01,24525.891,52630.898,41271.5,12531.3,53802.801
204700,28123.961,24528.57,52652.531,41303.5,12533.65,53837.148
204800,28142.9,24531.25,52674.148,41335.5,12536,53871.5
204900,28161.84,24533.93,52695.77,41367.5,12538.35,53905.852
205000,28180.789,24536.609,52717.398,41399.5,12540.7,53940.199
205100,28199.73,24539.289,52739.02,41431.5,12543.05,53974.551
205200,28218.67,24541.961,52760.633,41463.5,12545.4,54008.898
205300,28237.609,24544.641,52782.25,41495.5,12547.75,54043.25
205400,28256.561,24547.32,52803.883,41527.5,12550.1,54077.602
205500,28275.5,24550,52825.5,41559.5,12552.45,54111.949
205600,28294.439,24552.68,52847.117,41591.5,12554.8,54146.301
205700,28313.391,24555.35,52868.742,41623.5,12557.15,54180.648
205800,28332.33,24558.029,52890.359,41655.5,12559.5,54215
205900,28351.27,24560.711,52911.98,41687.5,12561.85,54249.352
206000,28370.211,24563.391,52933.602,41719.5,12564.2,54283.699
206100,28389.16,24566.07,52955.23,41751.5,12566.55,54318.051
206200,28408.1,24568.74,52976.84,41783.5,12568.9,54352.398
206300,28427.039,24571.42,52998.461,41815.5,12571.25,54386.75
206400,28445.99,24574.1,53020.09,41847.5,12573.6,54421.102
206500,28464.93,24576.779,53041.711,41879.5,12575.95,54455.449
206600,28483.869,24579.461,53063.328,41911.5,12578.3,54489.801
206700,28502.82,24582.141,53084.961,41943.5,12580.65,54524.148
206800,28521.76,24584.811,53106.57,41975.5,12583,54558.5
206900,28540.699,24587.49,53128.188,42007.5,12585.35,54592.852
207000,28559.641,24590.17,53149.813,42039.5,12587.7,54627.199
207100,28578.59,24592.85,53171.438,42071.5,12590.05,54661.551
207200,28597.529,24595.529,53193.059,42103.5,12592.4,54695.898
207300,28616.471,24598.199,53214.672,42135.5,12594.75,54730.25
207400,28635.42,24600.881,53236.301,42167.5,12597.1,54764.602
207500,28654.359,24603.561,53257.922,42199.5,12599.45,54798.949
207600,28673.301,24606.24,53279.539,42231.5,12601.8,54833.301
207700,28692.24,24608.92,53301.16,42263.5,12604.15,54867.648
207800,28711.189,24611.6,53322.789,42295.5,12606.5,54902
207900,28730.131,24614.27,53344.398,42327.5,12608.85,54936.352
208000,28749.07,24616.949,53366.02,42359.5,12611.2,54970.699
208100,28768.02,24619.631,53387.648,42391.5,12613.55,55005.051
208200,28786.961,24622.311,53409.273,42423.5,12615.9,55039.398
208300,28805.9,24624.99,53430.891,42455.5,12618.25,55073.75
208400,28824.84,24627.66,53452.5,42487.5,12620.6,55108.102
208500,28843.789,24630.34,53474.129,42519.5,12622.95,55142.449
208600,28862.73,24633.02,53495.75,42551.5,12625.3,55176.801
208700,28881.67,24635.699,53517.367,42583.5,12627.65,55211.148
208800,28900.619,24638.381,53539,42615.5,12630,55245.5
208900,28919.561,24641.051,53560.609,42647.5,12632.35,55279.852
209000,28938.5,24643.73,53582.23,42679.5,12634.7,55314.199
209100,28957.439,24646.41,53603.852,42711.5,12637.05,55348.551
209200,28976.391,24649.09,53625.48,42743.5,12639.4,55382.898
209300,28995.33,24651.77,53647.102,42775.5,12641.75,55417.25
209400,29014.27,24654.449,53668.719,42807.5,12644.1,55451.602
209500,29033.221,24657.119,53690.34,42839.5,12646.45,55485.949
209600,29052.16,24659.801,53711.961,42871.5,12648.8,55520.301
209700,29071.1,24662.48,53733.578,42903.5,12651.15,55554.648
209800,29090.039,24665.16,53755.199,42935.5,12653.5,55589
209900,29108.99,24667.84,53776.828,42967.5,12655.85,55623.352
210000,29127.93,24670.51,53798.438,42999.5,12658.2,55657.699
210100,29146.869,24673.189,53820.059,43031.5,12660.55,55692.051
210200,29165.82,24675.869,53841.688,43063.5,12662.9,55726.398
210300,29184.76,24678.551,53863.313,43095.5,12665.25,55760.75
210400,29203.699,24681.23,53884.93,43127.5,12667.6,55795.102
210500,29222.65,24683.91,53906.563,43159.5,12669.95,55829.449
210600,29241.59,24686.58,53928.172,43191.5,12672.3,55863.801
210700,29260.529,24689.26,53949.789,43223.5,12674.65,55898.148
210800,29279.471,24691.939,53971.41,43255.5,12677,55932.5
210900,29298.42,24694.619,53993.039,43287.5,12679.35,55966.852
211000,29317.359,24697.301,54014.66,43319.5,12681.7,56001.199
211100,29336.301,24699.971,54036.273,43351.5,12684.05,56035.551
211200,29355.25,24702.65,54057.898,43383.5,12686.4,56069.898
211300,29374.189,24705.33,54079.52,43415.5,12688.75,56104.25
211400,29393.131,24708.01,54101.141,43447.5,12691.1,56138.602
211500,29412.07,24710.689,54122.758,43479.5,12693.45,56172.949
211600,29431.02,24713.359,54144.379,43511.5,12695.8,56207.301
211700,29449.961,24716.039,54166,43543.5,12698.15,56241.648
211800,29468.9,24718.721,54187.621,43575.5,12700.5,56276
211900,29487.85,24721.4,54209.25,43607.5,12702.85,56310.352
212000,29506.789,24724.08,54230.867,43639.5,12705.2,56344.699
212100,29525.73,24726.76,54252.492,43671.5,12707.55,56379.051
212200,29544.67,24729.43,54274.102,43703.5,12709.9,56413.398
212300,29563.619,24732.109,54295.727,43735.5,12712.25,56447.75
212400,29582.561,24734.789,54317.352,43767.5,12714.6,56482.102
212500,29601.5,24737.471,54338.969,43799.5,12716.95,56516.449
212600,29620.449,24740.15,54360.602,43831.5,12719.3,56550.801
212700,29639.391,24742.82,54382.211,43863.5,12721.65,56585.148
212800,29658.33,24745.5,54403.828,43895.5,12724,56619.5
212900,29677.27,24748.18,54425.449,43927.5,12726.35,56653.852
213000,29696.221,24750.859,54447.078,43959.5,12728.7,56688.199
213100,29715.16,24753.539,54468.699,43991.5,12731.05,56722.551
213200,29734.1,24756.221,54490.32,44023.5,12733.4,56756.898
213300,29753.051,24758.891,54511.941,44055.5,12735.75,56791.25
213400,29771.99,24761.57,54533.563,44087.5,12738.1,56825.602
213500,29790.93,24764.25,54555.18,44119.5,12740.45,56859.949
213600,29809.869,24766.93,54576.797,44151.5,12742.8,56894.301
213700,29828.82,24769.609,54598.43,44183.5,12745.15,56928.648
213800,29847.76,24772.279,54620.039,44215.5,12747.5,56963
213900,29866.699,24774.961,54641.66,44247.5,12749.85,56997.352
214000,29885.65,24777.641,54663.289,44279.5,12752.2,57031.699
214100,29904.59,24780.32,54684.91,44311.5,12754.55,57066.051
214200,29923.529,24783,54706.531,44343.5,12756.9,57100.398
214300,29942.48,24785.67,54728.148,44375.5,12759.25,57134.75
214400,29961.42,24788.35,54749.77,44407.5,12761.6,57169.102
214500,29980.359,24791.029,54771.391,44439.5,12763.95,57203.449
214600,29999.301,24793.711,54793.012,44471.5,12766.3,57237.801
214700,30018.25,24796.391,54814.641,44503.5,12768.65,57272.148
214800,30037.189,24799.07,54836.258,44535.5,12771,57306.5
214900,30056.131,24801.74,54857.871,44567.5,12773.35,57340.852
215000,30075.08,24804.42,54879.5,44599.5,12775.7,57375.199
215100,30094.02,24807.1,54901.117,44631.5,12778.05,57409.551
215200,30112.961,24809.779,54922.742,44663.5,12780.4,57443.898
215300,30131.9,24812.461,54944.359,44695.5,12782.75,57478.25
215400,30150.85,24815.131,54965.98,44727.5,12785.1,57512.602
215500,30169.789,24817.811,54987.602,44759.5,12787.45,57546.949
215600,30188.73,24820.49,55009.219,44791.5,12789.8,57581.301
215700,30207.68,24823.17,55030.852,44823.5,12792.15,57615.648
215800,30226.619,24825.85,55052.469,44855.5,12794.5,57650
215900,30245.561,24828.529,55074.09,44887.5,12796.85,57684.352
216000,30264.5,24831.199,55095.699,44919.5,12799.2,57718.699
216100,30283.449,24833.881,55117.328,44951.5,12801.55,57753.051
216200,30302.391,24836.561,55138.953,44983.5,12803.9,57787.398
216300,30321.33,24839.24,55160.57,45015.5,12806.25,57821.75
216400,30340.279,24841.92,55182.199,45047.5,12808.6,57856.102
216500,30359.221,24844.59,55203.813,45079.5,12810.95,57890.449
216600,30378.16,24847.539,55225.699,45111.5,12813.3,57924.801
216700,30397.1,24851.051,55248.148,45143.5,12815.65,57959.148
216800,30416.051,24854.561,55270.609,45175.5,12818,57993.5
216900,30434.99,24858.07,55293.063,45207.5,12820.35,58027.852
217000,30453.93,24861.58,55315.508,45239.5,12822.7,58062.199
217100,30472.881,24865.09,55337.969,45271.5,12825.05,58096.551
217200,30491.82,24868.6,55360.422,45303.5,12827.4,58130.898
217300,30510.76,24872.109,55382.867,45335.5,12829.75,58165.25
217400,30529.711,24875.619,55405.328,45367.5,12832.1,58199.602
217500,30548.65,24879.131,55427.781,45399.5,12834.45,58233.949
217600,30567.59,24882.641,55450.23,45431.5,12836.8,58268.301
217700,30586.529,24886.15,55472.68,45463.5,12839.15,58302.648
217800,30605.48,24889.65,55495.133,45495.5,12841.5,58337
217900,30624.42,24893.16,55517.578,45527.5,12843.85,58371.352
218000,30643.359,24896.67,55540.031,45559.5,12846.2,58405.699
218100,30662.311,24900.18,55562.492,45591.5,12848.55,58440.051
218200,30681.25,24903.689,55584.938,45623.5,12850.9,58474.398
218300,30700.189,24907.199,55607.391,45655.5,12853.25,58508.75
218400,30719.131,24910.711,55629.844,45687.5,12855.6,58543.102
218500,30738.08,24914.221,55652.301,45719.5,12857.95,58577.449
218600,30757.02,24917.73,55674.75,45751.5,12860.3,58611.801
218700,30775.961,24921.24,55697.203,45783.5,12862.65,58646.148
218800,30794.91,24924.75,55719.66,45815.5,12865,58680.5
218900,30813.85,24928.26,55742.109,45847.5,12867.35,58714.852
219000,30832.789,24931.77,55764.559,45879.5,12869.7,58749.199
219100,30851.73,24935.279,55787.008,45911.5,12872.05,58783.551
219200,30870.68,24938.789,55809.469,45943.5,12874.4,58817.898
219300,30889.619,24942.289,55831.906,45975.5,12876.75,58852.25
219400,30908.561,24945.801,55854.359,46007.5,12879.1,58886.602
219500,30927.51,24949.311,55876.82,46039.5,12881.45,58920.949
219600,30946.449,24952.82,55899.27,46071.5,12883.8,58955.301
219700,30965.391,24956.33,55921.719,46103.5,12886.15,58989.648
219800,30984.33,24959.84,55944.172,46135.5,12888.5,59024
219900,31003.279,24963.35,55966.629,46167.5,12890.85,59058.352
220000,31022.221,24966.859,55989.078,46199.5,12893.2,59092.699
220100,31041.16,24970.369,56011.531,46231.5,12895.55,59127.051
220200,31060.109,24973.881,56033.992,46263.5,12897.9,59161.398
220300,31079.051,24977.391,56056.441,46295.5,12900.25,59195.75
220400,31097.99,24980.9,56078.891,46327.5,12902.6,59230.102
220500,31116.93,24984.41,56101.34,46359.5,12904.95,59264.449
220600,31135.881,24987.92,56123.801,46391.5,12907.3,59298.801
220700,31154.82,24991.42,56146.242,46423.5,12909.65,59333.148
220800,31173.76,24994.93,56168.688,46455.5,12912,59367.5
220900,31192.711,24998.439,56191.148,46487.5,12914.35,59401.852
221000,31211.65,25001.949,56213.602,46519.5,12916.7,59436.199
221100,31230.59,25005.461,56236.051,46551.5,12919.05,59470.551
221200,31249.539,25008.971,56258.508,46583.5,12921.4,59504.898
221300,31268.48,25012.48,56280.961,46615.5,12923.75,59539.25
221400,31287.42,25015.99,56303.41,46647.5,12926.1,59573.602
221500,31306.359,25019.5,56325.859,46679.5,12928.45,59607.949
221600,31325.311,25023.01,56348.32,46711.5,12930.8,59642.301
221700,31344.25,25026.52,56370.77,46743.5,12933.15,59676.648
221800,31363.189,25030.029,56393.219,46775.5,12935.5,59711
221900,31382.141,25033.539,56415.68,46807.5,12937.85,59745.352
222000,31401.08,25037.051,56438.133,46839.5,12940.2,59779.699
222100,31420.02,25040.551,56460.57,46871.5,12942.55,59814.051
222200,31438.961,25044.061,56483.023,46903.5,12944.9,59848.398
222300,31457.91,25047.57,56505.48,46935.5,12947.25,59882.75
222400,31476.85,25051.08,56527.93,46967.5,12949.6,59917.102
222500,31495.789,25054.59,56550.379,46999.5,12951.95,59951.449
222600,31514.74,25058.1,56572.84,47031.5,12954.3,59985.801
222700,31533.68,25061.609,56595.289,47063.5,12956.65,60020.148
222800,31552.619,25065.119,56617.738,47095.5,12959,60054.5
222900,31571.561,25068.631,56640.191,47127.5,12961.35,60088.852
223000,31590.51,25072.141,56662.648,47159.5,12963.7,60123.199
223100,31609.449,25075.65,56685.102,47191.5,12966.05,60157.551
223200,31628.391,25079.16,56707.551,47223.5,12968.4,60191.898
223300,31647.34,25082.67,56730.008,47255.5,12970.75,60226.25
223400,31666.279,25086.18,56752.461,47287.5,12973.1,60260.602
223500,31685.221,25089.689,56774.91,47319.5,12975.45,60294.949
223600,31704.16,25093.189,56797.352,47351.5,12977.8,60329.301
223700,31723.109,25096.699,56819.809,47383.5,12980.15,60363.648
223800,31742.051,25100.211,56842.262,47415.5,12982.5,60398
223900,31760.99,25103.721,56864.711,47447.5,12984.85,60432.352
224000,31779.939,25107.23,56887.172,47479.5,12987.2,60466.699
224100,31798.881,25110.74,56909.621,47511.5,12989.55,60501.051
224200,31817.82,25114.25,56932.07,47543.5,12991.9,60535.398
224300,31836.77,25117.76,56954.531,47575.5,12994.25,60569.75
224400,31855.711,25121.27,56976.98,47607.5,12996.6,60604.102
224500,31874.65,25124.779,56999.43,47639.5,12998.95,60638.449
224600,31893.59,25128.289,57021.879,47671.5,13001.3,60672.801
224700,31912.539,25131.801,57044.34,47703.5,13003.65,60707.148
224800,31931.48,25135.311,57066.789,47735.5,13006,60741.5
224900,31950.42,25138.82,57089.242,47767.5,13008.35,60775.852
225000,31969.369,25142.32,57111.688,47799.5,13010.7,60810.199
225100,31988.311,25145.83,57134.141,47831.5,13013.05,60844.551
225200,32007.25,25149.34,57156.59,47863.5,13015.4,60878.898
225300,32026.189,25152.85,57179.039,47895.5,13017.75,60913.25
225400,32045.141,25156.359,57201.5,47927.5,13020.1,60947.602
225500,32064.08,25159.869,57223.949,47959.5,13022.45,60981.949
225600,32083.02,25163.381,57246.398,47991.5,13024.8,61016.301
225700,32101.971,25166.891,57268.859,48023.5,13027.15,61050.648
225800,32120.91,25170.4,57291.313,48055.5,13029.5,61085
225900,32139.85,25173.91,57313.758,48087.5,13031.85,61119.352
226000,32158.789,25177.42,57336.211,48119.5,13034.2,61153.699
226100,32177.74,25180.93,57358.672,48151.5,13036.55,61188.051
226200,32196.68,25184.439,57381.117,48183.5,13038.9,61222.398
226300,32215.619,25187.949,57403.57,48215.5,13041.25,61256.75
226400,32234.57,25191.449,57426.02,48247.5,13043.6,61291.102
226500,32253.51,25194.961,57448.469,48279.5,13045.95,61325.449
226600,32272.449,25198.471,57470.922,48311.5,13048.3,61359.801
226700,32291.391,25201.98,57493.371,48343.5,13050.65,61394.148
226800,32310.34,25205.49,57515.828,48375.5,13053,61428.5
226900,32329.279,25209,57538.281,48407.5,13055.35,61462.852
227000,32348.221,25212.51,57560.73,48439.5,13057.7,61497.199
227100,32367.17,25216.02,57583.188,48471.5,13060.05,61531.551
227200,32386.109,25219.529,57605.641,48503.5,13062.4,61565.898
227300,32405.051,25223.039,57628.09,48535.5,13064.75,61600.25
227400,32423.99,25226.551,57650.539,48567.5,13067.1,61634.602
227500,32442.939,25230.061,57673,48599.5,13069.45,61668.949
227600,32461.881,25233.57,57695.453,48631.5,13071.8,61703.301
227700,32480.82,25237.08,57717.898,48663.5,13074.15,61737.648
227800,32499.77,25240.58,57740.352,48695.5,13076.5,61772
227900,32518.711,25244.09,57762.801,48727.5,13078.85,61806.352
228000,32537.65,25247.6,57785.25,48759.5,13081.2,61840.699
228100,32556.6,25251.109,57807.711,48791.5,13083.55,61875.051
228200,32575.539,25254.619,57830.156,48823.5,13085.9,61909.398
228300,32594.48,25258.131,57852.609,48855.5,13088.25,61943.75
228400,32613.42,25261.641,57875.063,48887.5,13090.6,61978.102
228500,32632.369,25265.15,57897.52,48919.5,13092.95,62012.449
228600,32651.311,25268.66,57919.969,48951.5,13095.3,62046.801
228700,32670.25,25272.17,57942.422,48983.5,13097.65,62081.148
228800,32689.199,25275.68,57964.879,49015.5,13100,62115.5
228900,32708.141,25279.189,57987.328,49047.5,13102.35,62149.852
229000,32727.08,25282.699,58009.781,49079.5,13104.7,62184.199
229100,32746.02,25286.211,58032.23,49111.5,13107.05,62218.551
229200,32764.971,25289.721,58054.691,49143.5,13109.4,62252.898
229300,32783.91,25293.221,58077.133,49175.5,13111.75,62287.25
229400,32802.852,25296.73,58099.582,49207.5,13114.1,62321.602
229500,32821.801,25300.24,58122.039,49239.5,13116.45,62355.949
229600,32840.738,25303.75,58144.488,49271.5,13118.8,62390.301
229700,32859.68,25307.26,58166.938,49303.5,13121.15,62424.648
229800,32878.621,25310.77,58189.391,49335.5,13123.5,62459
229900,32897.57,25314.279,58211.852,49370.5,13125.85,62496.352
230000,32916.512,25317.789,58234.301,49405.5,13128.2,62533.699
230100,32935.449,25321.301,58256.75,49440.5,13130.55,62571.051
230200,32954.398,25324.811,58279.211,49475.5,13132.9,62608.398
230300,32973.34,25328.32,58301.66,49510.5,13135.25,62645.75
230400,32992.281,25331.83,58324.109,49545.5,13137.6,62683.102
230500,33011.219,25335.34,58346.559,49580.5,13139.95,62720.449
230600,33030.172,25338.85,58369.023,49615.5,13142.3,62757.801
230700,33049.109,25342.35,58391.461,49650.5,13144.65,62795.148
230800,33068.051,25345.859,58413.91,49685.5,13147,62832.5
230900,33087,25349.369,58436.367,49720.5,13149.35,62869.852
231000,33105.941,25352.881,58458.82,49755.5,13151.7,62907.199
231100,33124.879,25356.391,58481.27,49790.5,13154.05,62944.551
231200,33143.82,25359.9,58503.719,49825.5,13156.4,62981.898
231300,33162.77,25363.41,58526.18,49860.5,13158.75,63019.25
231400,33181.711,25366.92,58548.633,49895.5,13161.1,63056.602
231500,33200.648,25370.43,58571.078,49930.5,13163.45,63093.949
231600,33219.602,25373.939,58593.539,49965.5,13165.8,63131.301
231700,33238.539,25377.449,58615.988,50000.5,13168.15,63168.648
231800,33257.48,25380.961,58638.441,50035.5,13170.5,63206
231900,33276.43,25384.471,58660.898,50070.5,13172.85,63243.352
232000,33295.371,25387.98,58683.352,50105.5,13175.2,63280.699
232100,33314.309,25391.48,58705.789,50140.5,13177.55,63318.051
232200,33333.25,25394.99,58728.242,50175.5,13179.9,63355.398
232300,33352.199,25398.5,58750.699,50210.5,13182.25,63392.75
232400,33371.141,25402.01,58773.148,50245.5,13184.6,63430.102
232500,33390.078,25405.52,58795.598,50280.5,13186.95,63467.449
232600,33409.031,25409.029,58818.063,50315.5,13189.3,63504.801
232700,33427.969,25412.539,58840.508,50350.5,13191.65,63542.148
232800,33446.91,25416.051,58862.961,50385.5,13194,63579.5
232900,33465.852,25419.561,58885.414,50420.5,13196.35,63616.852
233000,33484.801,25423.07,58907.871,50455.5,13198.7,63654.199
233100,33503.738,25426.58,58930.32,50490.5,13201.05,63691.551
233200,33522.68,25430.09,58952.77,50525.5,13203.4,63728.898
233300,33541.629,25433.6,58975.227,50560.5,13205.75,63766.25
233400,33560.57,25437.109,58997.68,50595.5,13208.1,63803.602
233500,33579.512,25440.619,59020.133,50630.5,13210.45,63840.949
233600,33598.449,25444.119,59042.57,50665.5,13212.8,63878.301
