amt,fiitax_se,tfica_se,totfedtax_se,fiitax_wage,tfica_wage,totfedtax_wage
421300,83592.883,32031.08,115623.96,116360.5,17623.75,133984.25
421400,83620.5,32034.59,115655.09,116395.5,17626.1,134021.59
421500,83648.133,32038.1,115686.23,116430.5,17628.449,134058.95
421600,83675.75,32041.609,115717.36,116465.5,17630.801,134096.3
421700,83703.383,32045.119,115748.5,116500.5,17633.15,134133.66
421800,83731,32048.631,115779.63,116535.5,17635.5,134171
421900,83758.633,32052.141,115810.77,116570.5,17637.85,134208.34
422000,83786.25,32055.65,115841.9,116605.5,17640.199,134245.7
422100,83813.883,32059.15,115873.03,116640.5,17642.551,134283.05
422200,83841.5,32062.66,115904.16,116675.5,17644.9,134320.41
422300,83869.133,32066.17,115935.3,116710.5,17647.25,134357.75
422400,83896.75,32069.68,115966.43,116745.5,17649.6,134395.09
422500,83924.383,32073.189,115997.57,116780.5,17651.949,134432.45
422600,83952,32076.699,116028.7,116815.5,17654.301,134469.8
422700,83979.633,32080.211,116059.84,116850.5,17656.65,134507.16
422800,84007.25,32083.721,116090.97,116885.5,17659,134544.5
422900,84034.883,32087.23,116122.11,116920.5,17661.35,134581.84
423000,84062.5,32090.74,116153.24,116955.5,17663.699,134619.2
423100,84090.133,32094.25,116184.38,116990.5,17666.051,134656.55
423200,84117.75,32097.76,116215.51,117025.5,17668.4,134693.91
423300,84145.383,32101.27,116246.66,117060.5,17670.75,134731.25
423400,84173,32104.779,116277.78,117095.5,17673.1,134768.59
423500,84200.633,32108.279,116308.91,117130.5,17675.449,134805.95
423600,84228.25,32111.789,116340.04,117165.5,17677.801,134843.3
423700,84255.883,32115.301,116371.19,117200.5,17680.15,134880.66
423800,84283.5,32118.811,116402.31,117235.5,17682.5,134918
423900,84311.133,32122.32,116433.45,117270.5,17684.85,134955.34
424000,84338.75,32125.83,116464.58,117305.5,17687.199,134992.7
424100,84366.383,32129.34,116495.72,117340.5,17689.551,135030.05
424200,84394,32132.85,116526.85,117375.5,17691.9,135067.41
424300,84421.633,32136.359,116557.99,117410.5,17694.25,135104.75
424400,84449.25,32139.869,116589.12,117445.5,17696.6,135142.09
424500,84476.883,32143.381,116620.27,117480.5,17698.949,135179.45
424600,84504.5,32146.891,116651.39,117515.5,17701.301,135216.8
424700,84532.133,32150.4,116682.53,117550.5,17703.65,135254.16
424800,84559.75,32153.91,116713.66,117585.5,17706,135291.5
424900,84587.383,32157.41,116744.8,117620.5,17708.35,135328.84
425000,84615,32160.92,116775.92,117655.5,17710.699,135366.2
425100,84642.633,32164.43,116807.06,117690.5,17713.051,135403.55
425200,84670.25,32167.939,116838.19,117725.5,17715.4,135440.91
425300,84697.883,32171.449,116869.33,117760.5,17717.75,135478.25
425400,84725.5,32174.961,116900.46,117795.5,17720.1,135515.59
425500,84753.133,32178.471,116931.6,117830.5,17722.449,135552.95
425600,84780.75,32181.98,116962.73,117865.5,17724.801,135590.3
425700,84808.383,32185.49,116993.88,117900.5,17727.15,135627.66
425800,84836.008,32189,117025.01,117935.5,17729.5,135665
425900,84863.633,32192.51,117056.14,117970.5,17731.85,135702.34
426000,84891.258,32196.02,117087.28,118005.5,17734.199,135739.7
426100,84918.883,32199.529,117118.41,118040.5,17736.551,135777.05
426200,84946.508,32203.039,117149.55,118075.5,17738.9,135814.41
426300,84974.133,32206.551,117180.69,118110.5,17741.25,135851.75
426400,85001.758,32210.051,117211.81,118145.5,17743.6,135889.09
426500,85029.383,32213.561,117242.95,118180.5,17745.949,135926.45
426600,85057.008,32217.07,117274.08,118215.5,17748.301,135963.8
426700,85084.633,32220.58,117305.21,118250.5,17750.65,136001.16
426800,85112.258,32224.09,117336.34,118285.5,17753,136038.5
426900,85139.883,32227.6,117367.48,118320.5,17755.35,136075.84
427000,85167.508,32231.109,117398.62,118355.5,17757.699,136113.2
427100,85195.133,32234.619,117429.75,118390.5,17760.051,136150.55
427200,85222.758,32238.131,117460.89,118425.5,17762.4,136187.91
427300,85250.383,32241.641,117492.02,118460.5,17764.75,136225.25
427400,85278.008,32245.15,117523.16,118495.5,17767.1,136262.59
427500,85305.633,32248.66,117554.3,118530.5,17769.449,136299.95
427600,85333.258,32252.17,117585.43,118565.5,17771.801,136337.3
427700,85360.883,32255.68,117616.56,118600.5,17774.15,136374.66
427800,85388.508,32259.18,117647.69,118635.5,17776.5,136412
427900,85416.133,32262.689,117678.82,118670.5,17778.85,136449.34
428000,85443.758,32266.199,117709.95,118705.5,17781.199,136486.7
428100,85471.383,32269.711,117741.09,118740.5,17783.551,136524.05
428200,85499.008,32273.221,117772.23,118775.5,17785.9,136561.41
428300,85526.633,32276.73,117803.36,118810.5,17788.25,136598.75
428400,85554.258,32280.24,117834.5,118845.5,17790.6,136636.09
428500,85581.883,32283.75,117865.63,118880.5,17792.949,136673.45
428600,85609.508,32287.26,117896.77,118915.5,17795.301,136710.8
428700,85637.133,32290.77,117927.91,118950.5,17797.65,136748.16
428800,85664.758,32294.279,117959.04,118985.5,17800,136785.5
428900,85692.383,32297.789,117990.17,119020.5,17802.35,136822.84
429000,85720.008,32301.301,118021.31,119055.5,17804.699,136860.2
429100,85747.633,32304.811,118052.45,119090.5,17807.051,136897.55
429200,85775.258,32308.311,118083.57,119125.5,17809.4,136934.91
429300,85802.883,32311.82,118114.7,119160.5,17811.75,136972.25
429400,85830.508,32315.33,118145.84,119195.5,17814.1,137009.59
429500,85858.133,32318.84,118176.97,119230.5,17816.449,137046.95
429600,85885.758,32322.35,118208.11,119265.5,17818.801,137084.3
429700,85913.383,32325.859,118239.24,119300.5,17821.15,137121.66
429800,85941.008,32329.369,118270.38,119335.5,17823.5,137159
429900,85968.633,32332.881,118301.52,119370.5,17825.85,137196.34
430000,85996.258,32336.391,118332.65,119405.5,17828.199,137233.7
430100,86023.883,32339.9,118363.78,119440.5,17830.551,137271.05
430200,86051.508,32343.41,118394.92,119475.5,17832.9,137308.41
430300,86079.133,32346.92,118426.05,119510.5,17835.25,137345.75
430400,86106.758,32350.43,118457.19,119545.5,17837.6,137383.09
430500,86134.383,32353.939,118488.32,119580.5,17839.949,137420.45
430600,86162.008,32357.449,118519.45,119615.5,17842.301,137457.8
430700,86189.633,32360.949,118550.58,119650.5,17844.65,137495.16
430800,86217.258,32364.461,118581.72,119685.5,17847,137532.5
430900,86244.883,32367.971,118612.85,119720.5,17849.35,137569.84
431000,86272.508,32371.48,118643.98,119755.5,17851.699,137607.2
431100,86300.133,32374.99,118675.13,119790.5,17854.051,137644.55
431200,86327.758,32378.5,118706.26,119825.5,17856.4,137681.91
431300,86355.383,32382.01,118737.39,119860.5,17858.75,137719.25
431400,86383.008,32385.52,118768.53,119895.5,17861.1,137756.59
431500,86410.633,32389.029,118799.66,119930.5,17863.449,137793.95
431600,86438.258,32392.539,118830.8,119965.5,17865.801,137831.3
431700,86465.883,32396.051,118861.94,120000.5,17868.15,137868.66
431800,86493.508,32399.561,118893.07,120035.5,17870.5,137906
431900,86521.133,32403.07,118924.2,120070.5,17872.85,137943.34
432000,86548.758,32406.58,118955.34,120105.5,17875.199,137980.7
432100,86576.383,32410.08,118986.46,120140.5,17877.551,138018.05
432200,86604.008,32413.59,119017.59,120175.5,17879.9,138055.41
432300,86631.633,32417.1,119048.73,120210.5,17882.25,138092.75
432400,86659.258,32420.609,119079.87,120245.5,17884.6,138130.09
432500,86686.883,32424.119,119111,120280.5,17886.949,138167.45
432600,86714.508,32427.631,119142.14,120315.5,17889.301,138204.8
432700,86742.133,32431.141,119173.27,120350.5,17891.65,138242.16
432800,86769.758,32434.65,119204.41,120385.5,17894,138279.5
432900,86797.383,32438.16,119235.55,120420.5,17896.35,138316.84
433000,86825.008,32441.67,119266.68,120455.5,17898.699,138354.2
433100,86852.633,32445.18,119297.81,120490.5,17901.051,138391.55
433200,86880.258,32448.689,119328.95,120525.5,17903.4,138428.91
433300,86907.883,32452.199,119360.08,120560.5,17905.75,138466.25
433400,86935.508,32455.711,119391.22,120595.5,17908.1,138503.59
433500,86963.133,32459.211,119422.34,120630.5,17910.449,138540.95
433600,86990.758,32462.721,119453.48,120665.5,17912.801,138578.3
433700,87018.383,32466.23,119484.61,120700.5,17915.15,138615.66
433800,87046.008,32469.74,119515.75,120735.5,17917.5,138653
433900,87073.633,32473.25,119546.88,120770.5,17919.85,138690.34
434000,87101.258,32476.76,119578.02,120805.5,17922.199,138727.7
434100,87128.883,32480.27,119609.16,120840.5,17924.551,138765.05
434200,87156.508,32483.779,119640.29,120875.5,17926.9,138802.41
434300,87184.141,32487.289,119671.43,120910.5,17929.25,138839.75
434400,87211.758,32490.801,119702.56,120945.5,17931.6,138877.09
434500,87239.391,32494.311,119733.7,120980.5,17933.949,138914.45
434600,87267.008,32497.82,119764.83,121015.5,17936.301,138951.8
434700,87294.641,32501.33,119795.97,121050.5,17938.65,138989.16
434800,87322.258,32504.84,119827.09,121085.5,17941,139026.5
434900,87349.891,32508.34,119858.23,121120.5,17943.35,139063.84
435000,87377.508,32511.85,119889.36,121155.5,17945.699,139101.2
435100,87405.141,32515.359,119920.5,121190.5,17948.051,139138.55
435200,87432.758,32518.869,119951.63,121225.5,17950.4,139175.91
435300,87460.391,32522.381,119982.77,121260.5,17952.75,139213.25
435400,87488.008,32525.891,120013.9,121295.5,17955.1,139250.59
435500,87515.641,32529.4,120045.04,121330.5,17957.449,139287.95
435600,87543.258,32532.91,120076.17,121365.5,17959.801,139325.3
435700,87570.891,32536.42,120107.31,121400.5,17962.15,139362.66
435800,87598.508,32539.93,120138.44,121435.5,17964.5,139400
435900,87626.141,32543.439,120169.58,121470.5,17966.85,139437.34
436000,87653.758,32546.949,120200.7,121505.5,17969.199,139474.7
436100,87681.391,32550.461,120231.85,121540.5,17971.551,139512.05
436200,87709.008,32553.971,120262.98,121575.5,17973.9,139549.41
436300,87736.641,32557.48,120294.13,121610.5,17976.25,139586.75
436400,87764.258,32560.98,120325.23,121645.5,17978.6,139624.09
436500,87791.891,32564.49,120356.38,121680.5,17980.949,139661.45
436600,87819.508,32568,120387.51,121715.5,17983.301,139698.8
436700,87847.141,32571.51,120418.65,121750.5,17985.65,139736.16
436800,87874.758,32575.02,120449.78,121785.5,17988,139773.5
436900,87902.391,32578.529,120480.92,121820.5,17990.35,139810.84
437000,87930.008,32582.039,120512.05,121855.5,17992.699,139848.2
437100,87957.641,32585.551,120543.19,121890.5,17995.051,139885.55
437200,87985.258,32589.061,120574.32,121925.5,17997.4,139922.91
437300,88012.891,32592.57,120605.46,121960.5,17999.75,139960.25
437400,88040.508,32596.08,120636.59,121995.5,18002.1,139997.59
437500,88068.141,32599.59,120667.73,122030.5,18004.449,140034.95
437600,88095.758,32603.1,120698.86,122065.5,18006.801,140072.3
437700,88123.391,32606.609,120730,122100.5,18009.15,140109.66
437800,88151.008,32610.109,120761.12,122135.5,18011.5,140147
437900,88178.641,32613.619,120792.26,122170.5,18013.85,140184.34
438000,88206.258,32617.131,120823.39,122205.5,18016.199,140221.7
438100,88233.891,32620.641,120854.53,122240.5,18018.551,140259.05
438200,88261.508,32624.15,120885.66,122275.5,18020.9,140296.41
438300,88289.141,32627.66,120916.8,122310.5,18023.25,140333.75
438400,88316.758,32631.17,120947.93,122345.5,18025.6,140371.09
438500,88344.391,32634.68,120979.07,122380.5,18027.949,140408.45
438600,88372.008,32638.189,121010.2,122415.5,18030.301,140445.8
438700,88399.641,32641.699,121041.34,122450.5,18032.65,140483.16
438800,88427.258,32645.211,121072.47,122485.5,18035,140520.5
438900,88454.891,32648.721,121103.61,122520.5,18037.35,140557.84
439000,88482.508,32652.23,121134.73,122555.5,18039.699,140595.2
439100,88510.141,32655.74,121165.88,122590.5,18042.051,140632.55
439200,88537.758,32659.24,121197,122625.5,18044.4,140669.91
439300,88565.391,32662.75,121228.14,122660.5,18046.75,140707.25
439400,88593.008,32666.26,121259.27,122695.5,18049.1,140744.59
439500,88620.641,32669.77,121290.41,122730.5,18051.449,140781.95
439600,88648.258,32673.279,121321.54,122765.5,18053.801,140819.3
439700,88675.891,32676.789,121352.68,122800.5,18056.15,140856.66
439800,88703.508,32680.301,121383.81,122835.5,18058.5,140894
439900,88731.141,32683.811,121414.95,122870.5,18060.85,140931.34
440000,88758.758,32687.32,121446.08,122905.5,18063.199,140968.7
440100,88786.391,32690.83,121477.22,122940.5,18065.551,141006.05
440200,88814.008,32694.34,121508.34,122975.5,18067.9,141043.41
440300,88841.641,32697.85,121539.49,123010.5,18070.25,141080.75
440400,88869.258,32701.359,121570.62,123045.5,18072.6,141118.09
440500,88896.891,32704.869,121601.76,123080.5,18074.949,141155.45
440600,88924.508,32708.381,121632.89,123115.5,18077.301,141192.8
440700,88952.141,32711.881,121664.02,123150.5,18079.65,141230.16
440800,88979.758,32715.391,121695.15,123185.5,18082,141267.5
440900,89007.391,32718.9,121726.29,123220.5,18084.35,141304.84
441000,89035.008,32722.41,121757.42,123255.5,18086.699,141342.2
441100,89062.641,32725.92,121788.56,123290.5,18089.051,141379.55
441200,89090.258,32729.43,121819.69,123325.5,18091.4,141416.91
441300,89117.891,32732.939,121850.83,123360.5,18093.75,141454.25
441400,89145.508,32736.449,121881.95,123395.5,18096.1,141491.59
441500,89173.141,32739.961,121913.1,123430.5,18098.449,141528.95
441600,89200.758,32743.471,121944.23,123465.5,18100.801,141566.3
441700,89228.391,32746.98,121975.38,123500.5,18103.15,141603.66
441800,89256.008,32750.49,122006.5,123535.5,18105.5,141641
441900,89283.641,32754,122037.64,123570.5,18107.85,141678.34
442000,89311.258,32757.51,122068.77,123605.5,18110.199,141715.7
442100,89338.891,32761.01,122099.9,123640.5,18112.551,141753.05
442200,89366.508,32764.52,122131.03,123675.5,18114.9,141790.41
442300,89394.141,32768.031,122162.17,123710.5,18117.25,141827.75
442400,89421.758,32771.539,122193.3,123745.5,18119.6,141865.09
442500,89449.391,32775.051,122224.44,123780.5,18121.949,141902.45
442600,89477.008,32778.559,122255.56,123815.5,18124.301,141939.8
442700,89504.641,32782.07,122286.71,123850.5,18126.65,141977.16
442800,89532.273,32785.578,122317.85,123885.5,18129,142014.5
442900,89559.891,32789.09,122348.98,123920.5,18131.35,142051.84
443000,89587.523,32792.602,122380.13,123955.5,18133.699,142089.2
443100,89615.141,32796.109,122411.25,123990.5,18136.051,142126.55
443200,89642.773,32799.621,122442.39,124025.5,18138.4,142163.91
443300,89670.391,32803.129,122473.52,124060.5,18140.75,142201.25
443400,89698.023,32806.641,122504.66,124095.5,18143.1,142238.59
443500,89725.641,32810.141,122535.78,124130.5,18145.449,142275.95
443600,89753.273,32813.648,122566.92,124165.5,18147.801,142313.3
443700,89780.891,32817.16,122598.05,124200.5,18150.15,142350.66
443800,89808.523,32820.672,122629.2,124235.5,18152.5,142388
443900,89836.141,32824.18,122660.32,124270.5,18154.85,142425.34
444000,89863.773,32827.691,122691.47,124305.5,18157.199,142462.7
444100,89891.391,32831.199,122722.59,124340.5,18159.551,142500.05
444200,89919.023,32834.711,122753.73,124375.5,18161.9,142537.41
444300,89946.641,32838.219,122784.86,124410.5,18164.25,142574.75
444400,89974.273,32841.73,122816,124445.5,18166.6,142612.09
444500,90001.891,32845.238,122847.13,124480.5,18168.949,142649.45
444600,90029.523,32848.75,122878.27,124515.5,18171.301,142686.8
444700,90057.141,32852.262,122909.41,124550.5,18173.65,142724.16
444800,90084.773,32855.77,122940.55,124585.5,18176,142761.5
444900,90112.391,32859.27,122971.66,124620.5,18178.35,142798.84
445000,90140.023,32862.781,123002.8,124655.5,18180.699,142836.2
445100,90167.641,32866.289,123033.93,124690.5,18183.051,142873.55
445200,90195.273,32869.801,123065.08,124725.5,18185.4,142910.91
445300,90222.891,32873.309,123096.2,124760.5,18187.75,142948.25
445400,90250.523,32876.82,123127.34,124795.5,18190.1,142985.59
445500,90278.141,32880.328,123158.47,124830.5,18192.449,143022.95
445600,90305.773,32883.84,123189.61,124865.5,18194.801,143060.3
445700,90333.391,32887.352,123220.74,124900.5,18197.15,143097.66
445800,90361.023,32890.859,123251.88,124935.5,18199.5,143135
445900,90388.641,32894.371,123283.02,124970.5,18201.85,143172.34
446000,90416.273,32897.879,123314.16,125005.5,18204.199,143209.7
446100,90443.891,32901.391,123345.28,125040.5,18206.551,143247.05
446200,90471.523,32904.898,123376.42,125075.5,18208.9,143284.41
446300,90499.141,32908.41,123407.55,125110.5,18211.25,143321.75
446400,90526.773,32911.91,123438.69,125145.5,18213.6,143359.09
446500,90554.391,32915.422,123469.81,125180.5,18215.949,143396.45
446600,90582.023,32918.93,123500.95,125215.5,18218.301,143433.8
446700,90609.641,32922.441,123532.08,125250.5,18220.65,143471.16
446800,90637.273,32925.949,123563.22,125285.5,18223,143508.5
446900,90664.891,32929.461,123594.35,125320.5,18225.35,143545.84
447000,90692.523,32932.969,123625.49,125355.5,18227.699,143583.2
447100,90720.141,32936.48,123656.63,125390.5,18230.051,143620.55
447200,90747.773,32939.988,123687.77,125425.5,18232.4,143657.91
447300,90775.391,32943.5,123718.89,125460.5,18234.75,143695.25
447400,90803.023,32947.012,123750.03,125495.5,18237.1,143732.59
447500,90830.641,32950.52,123781.16,125530.5,18239.449,143769.95
447600,90858.273,32954.031,123812.3,125565.5,18241.801,143807.3
447700,90885.891,32957.539,123843.43,125600.5,18244.15,143844.66
447800,90913.523,32961.039,123874.56,125635.5,18246.5,143882
447900,90941.141,32964.551,123905.69,125670.5,18248.85,143919.34
448000,90968.773,32968.059,123936.83,125705.5,18251.199,143956.7
448100,90996.391,32971.57,123967.96,125740.5,18253.551,143994.05
448200,91024.023,32975.078,123999.1,125775.5,18255.9,144031.41
448300,91051.641,32978.59,124030.23,125810.5,18258.25,144068.75
448400,91079.273,32982.102,124061.38,125845.5,18260.6,144106.09
448500,91106.891,32985.609,124092.5,125880.5,18262.949,144143.45
448600,91134.523,32989.121,124123.64,125915.5,18265.301,144180.8
448700,91162.141,32992.629,124154.77,125950.5,18267.65,144218.16
448800,91189.773,32996.141,124185.91,125985.5,18270,144255.5
448900,91217.391,32999.648,124217.04,126020.5,18272.35,144292.84
449000,91245.023,33003.16,124248.19,126055.5,18274.699,144330.2
449100,91272.641,33006.672,124279.31,126090.5,18277.051,144367.55
449200,91300.273,33010.172,124310.45,126125.5,18279.4,144404.91
449300,91327.891,33013.68,124341.57,126160.5,18281.75,144442.25
449400,91355.523,33017.191,124372.72,126195.5,18284.1,144479.59
449500,91383.141,33020.699,124403.84,126230.5,18286.449,144516.95
449600,91410.773,33024.211,124434.98,126265.5,18288.801,144554.3
449700,91438.391,33027.719,124466.11,126300.5,18291.15,144591.66
449800,91466.023,33031.23,124497.25,126335.5,18293.5,144629
449900,91493.641,33034.738,124528.38,126370.5,18295.85,144666.34
450000,91521.273,33038.25,124559.52,126405.5,18298.199,144703.7
450100,91548.891,33041.762,124590.66,126440.5,18300.551,144741.05
450200,91576.523,33045.27,124621.8,126475.5,18302.9,144778.41
450300,91604.141,33048.781,124652.92,126510.5,18305.25,144815.75
450400,91631.773,33052.289,124684.06,126545.5,18307.6,144853.09
450500,91659.391,33055.801,124715.19,126580.5,18309.949,144890.45
450600,91687.023,33059.309,124746.33,126615.5,18312.301,144927.8
450700,91714.641,33062.809,124777.45,126650.5,18314.65,144965.16
450800,91742.273,33066.32,124808.59,126685.5,18317,145002.5
450900,91769.891,33069.828,124839.72,126720.5,18319.35,145039.84
451000,91797.523,33073.34,124870.86,126755.5,18321.699,145077.2
451100,91825.141,33076.852,124901.99,126790.5,18324.051,145114.55
451200,91852.773,33080.359,124933.13,126825.5,18326.4,145151.91
451300,91880.398,33083.871,124964.27,126860.5,18328.75,145189.25
451400,91908.023,33087.379,124995.41,126895.5,18331.1,145226.59
451500,91935.648,33090.891,125026.54,126930.5,18333.449,145263.95
451600,91963.273,33094.398,125057.67,126965.5,18335.801,145301.3
451700,91990.898,33097.91,125088.81,127000.5,18338.15,145338.66
451800,92018.523,33101.422,125119.95,127035.5,18340.5,145376
451900,92046.148,33104.93,125151.08,127070.5,18342.85,145413.34
452000,92073.773,33108.441,125182.22,127105.5,18345.199,145450.7
452100,92101.398,33111.941,125213.34,127140.5,18347.551,145488.05
452200,92129.023,33115.449,125244.47,127175.5,18349.9,145525.41
452300,92156.648,33118.961,125275.61,127210.5,18352.25,145562.75
452400,92184.273,33122.469,125306.74,127245.5,18354.6,145600.09
452500,92211.898,33125.98,125337.88,127280.5,18356.949,145637.45
452600,92239.523,33129.488,125369.02,127315.5,18359.301,145674.8
452700,92267.148,33133,125400.15,127350.5,18361.65,145712.16
452800,92294.773,33136.512,125431.28,127385.5,18364,145749.5
452900,92322.398,33140.02,125462.42,127420.5,18366.35,145786.84
453000,92350.023,33143.531,125493.55,127455.5,18368.699,145824.2
453100,92377.648,33147.039,125524.69,127490.5,18371.051,145861.55
453200,92405.273,33150.551,125555.83,127525.5,18373.4,145898.91
453300,92432.898,33154.059,125586.95,127560.5,18375.75,145936.25
453400,92460.523,33157.57,125618.09,127595.5,18378.1,145973.59
453500,92488.148,33161.07,125649.22,127630.5,18380.449,146010.95
453600,92515.773,33164.578,125680.35,127665.5,18382.801,146048.3
453700,92543.398,33168.09,125711.48,127700.5,18385.15,146085.66
453800,92571.023,33171.602,125742.63,127735.5,18387.5,146123
453900,92598.648,33175.109,125773.76,127770.5,18389.85,146160.34
454000,92626.273,33178.621,125804.89,127805.5,18392.199,146197.7
454100,92653.898,33182.129,125836.03,127840.5,18394.551,146235.05
454200,92681.523,33185.641,125867.16,127875.5,18396.9,146272.41
454300,92709.148,33189.148,125898.3,127910.5,18399.25,146309.75
454400,92736.773,33192.66,125929.44,127945.5,18401.6,146347.09
454500,92764.398,33196.172,125960.57,127980.5,18403.949,146384.45
454600,92792.023,33199.68,125991.7,128015.5,18406.301,146421.8
454700,92819.648,33203.191,126022.84,128050.5,18408.65,146459.16
454800,92847.273,33206.699,126053.97,128085.5,18411,146496.5
454900,92874.898,33210.199,126085.09,128120.5,18413.35,146533.84
455000,92902.523,33213.711,126116.23,128155.5,18415.699,146571.2
455100,92930.148,33217.219,126147.37,128190.5,18418.051,146608.55
455200,92957.773,33220.73,126178.5,128225.5,18420.4,146645.91
455300,92985.398,33224.238,126209.64,128260.5,18422.75,146683.25
455400,93013.023,33227.75,126240.77,128295.5,18425.1,146720.59
455500,93040.648,33231.262,126271.91,128330.5,18427.449,146757.95
455600,93068.273,33234.77,126303.05,128365.5,18429.801,146795.3
455700,93095.898,33238.281,126334.18,128400.5,18432.15,146832.66
455800,93123.523,33241.789,126365.31,128435.5,18434.5,146870
455900,93151.148,33245.301,126396.45,128470.5,18436.85,146907.34
456000,93178.773,33248.809,126427.58,128505.5,18439.199,146944.7
456100,93206.398,33252.32,126458.72,128540.5,18441.551,146982.05
456200,93234.023,33255.828,126489.85,128575.5,18443.9,147019.41
456300,93261.648,33259.34,126520.98,128610.5,18446.25,147056.75
456400,93289.273,33262.84,126552.11,128645.5,18448.6,147094.09
456500,93316.898,33266.352,126583.25,128680.5,18450.949,147131.45
456600,93344.523,33269.859,126614.38,128715.5,18453.301,147168.8
456700,93372.148,33273.371,126645.52,128750.5,18455.65,147206.16
456800,93399.773,33276.879,126676.66,128785.5,18458,147243.5
456900,93427.398,33280.391,126707.79,128820.5,18460.35,147280.84
457000,93455.023,33283.898,126738.92,128855.5,18462.699,147318.2
457100,93482.648,33287.41,126770.06,128890.5,18465.051,147355.55
457200,93510.273,33290.922,126801.2,128925.5,18467.4,147392.91
457300,93537.898,33294.43,126832.33,128960.5,18469.75,147430.25
457400,93565.523,33297.941,126863.47,128995.5,18472.1,147467.59
457500,93593.148,33301.449,126894.59,129030.5,18474.449,147504.95
457600,93620.773,33304.961,126925.73,129065.5,18476.801,147542.3
457700,93648.398,33308.469,126956.87,129100.5,18479.15,147579.66
457800,93676.023,33311.969,126987.99,129135.5,18481.5,147617
457900,93703.648,33315.48,127019.13,129170.5,18483.85,147654.34
458000,93731.273,33318.988,127050.27,129205.5,18486.199,147691.7
458100,93758.898,33322.5,127081.4,129240.5,18488.551,147729.05
458200,93786.523,33326.012,127112.53,129275.5,18490.9,147766.41
458300,93814.148,33329.52,127143.67,129310.5,18493.25,147803.75
458400,93841.773,33333.031,127174.8,129345.5,18495.6,147841.09
458500,93869.398,33336.539,127205.94,129380.5,18497.949,147878.45
458600,93897.023,33340.051,127237.08,129415.5,18500.301,147915.8
458700,93924.648,33343.559,127268.2,129450.5,18502.65,147953.16
458800,93952.273,33347.07,127299.34,129485.5,18505,147990.5
458900,93979.898,33350.578,127330.48,129520.5,18507.35,148027.84
459000,94007.523,33354.09,127361.61,129555.5,18509.699,148065.2
459100,94035.148,33357.602,127392.75,129590.5,18512.051,148102.55
459200,94062.773,33361.102,127423.88,129625.5,18514.4,148139.91
459300,94090.398,33364.609,127455.01,129660.5,18516.75,148177.25
459400,94118.023,33368.121,127486.14,129695.5,18519.1,148214.59
459500,94145.648,33371.629,127517.28,129730.5,18521.449,148251.95
459600,94173.273,33375.141,127548.41,129765.5,18523.801,148289.3
459700,94200.898,33378.648,127579.55,129800.5,18526.15,148326.66
459800,94228.531,33382.16,127610.69,129835.5,18528.5,148364
459900,94256.148,33385.672,127641.82,129870.5,18530.85,148401.34
460000,94283.781,33389.18,127672.96,129905.5,18533.199,148438.7
460100,94311.398,33392.691,127704.09,129940.5,18535.551,148476.05
460200,94339.031,33396.199,127735.23,129975.5,18537.9,148513.41
460300,94366.648,33399.711,127766.36,130010.5,18540.25,148550.75
460400,94394.281,33403.219,127797.5,130045.5,18542.6,148588.09
460500,94421.898,33406.73,127828.63,130080.5,18544.949,148625.45
460600,94449.531,33410.238,127859.77,130115.5,18547.301,148662.8
460700,94477.148,33413.738,127890.89,130150.5,18549.65,148700.16
460800,94504.781,33417.25,127922.03,130185.5,18552,148737.5
460900,94532.398,33420.762,127953.16,130220.5,18554.35,148774.84
461000,94560.031,33424.27,127984.3,130255.5,18556.699,148812.2
461100,94587.648,33427.781,128015.43,130290.5,18559.051,148849.55
461200,94615.281,33431.289,128046.57,130325.5,18561.4,148886.91
461300,94642.898,33434.801,128077.7,130360.5,18563.75,148924.25
461400,94670.531,33438.309,128108.84,130395.5,18566.1,148961.59
461500,94698.148,33441.82,128139.97,130430.5,18568.449,148998.95
461600,94725.781,33445.328,128171.11,130465.5,18570.801,149036.3
461700,94753.398,33448.84,128202.23,130500.5,18573.15,149073.66
461800,94781.031,33452.352,128233.38,130535.5,18575.5,149111
461900,94808.648,33455.859,128264.51,130570.5,18577.85,149148.34
462000,94836.281,33459.371,128295.66,130605.5,18580.199,149185.7
462100,94863.898,33462.871,128326.77,130640.5,18582.551,149223.05
462200,94891.531,33466.379,128357.91,130675.5,18584.9,149260.41
462300,94919.148,33469.891,128389.04,130710.5,18587.25,149297.75
462400,94946.781,33473.398,128420.18,130745.5,18589.6,149335.09
462500,94974.398,33476.91,128451.31,130780.5,18591.949,149372.45
462600,95002.031,33480.422,128482.45,130815.5,18594.301,149409.8
462700,95029.648,33483.93,128513.58,130850.5,18596.65,149447.16
462800,95057.281,33487.441,128544.72,130885.5,18599,149484.5
462900,95084.898,33490.949,128575.84,130920.5,18601.35,149521.84
463000,95112.531,33494.461,128606.99,130955.5,18603.699,149559.2
463100,95140.148,33497.969,128638.12,130990.5,18606.051,149596.55
463200,95167.781,33501.48,128669.27,131025.5,18608.4,149633.91
463300,95195.398,33504.988,128700.39,131060.5,18610.75,149671.25
463400,95223.031,33508.5,128731.53,131095.5,18613.1,149708.59
463500,95250.648,33512,128762.65,131130.5,18615.449,149745.95
463600,95278.281,33515.512,128793.8,131165.5,18617.801,149783.3
463700,95305.898,33519.02,128824.92,131200.5,18620.15,149820.66
463800,95333.531,33522.531,128856.06,131235.5,18622.5,149858
